    1.003140	   -0.091578	1.639583e-06	9.995523e-06	
    1.003140	   -0.091578	6.611228e-06	8.677637e-06	
    1.003140	   -0.091578	1.093572e-05	6.510323e-06	
    1.003140	   -0.091578	1.418975e-05	3.705733e-06	
    1.003140	   -0.091578	1.605478e-05	5.384004e-07	
    1.003140	   -0.091578	1.634826e-05	-2.681635e-06	
    1.003140	   -0.091578	1.504146e-05	-5.639173e-06	
    1.003140	   -0.091578	1.226230e-05	-8.044709e-06	
    1.003140	   -0.091578	8.282817e-06	-9.662773e-06	
    1.003140	   -0.091578	3.492555e-06	-1.033498e-05	
    1.003140	   -0.091578	-1.639583e-06	-9.995523e-06	
    1.003140	   -0.091578	-6.611228e-06	-8.677637e-06	
    1.003140	   -0.091578	-1.093572e-05	-6.510323e-06	
    1.003140	   -0.091578	-1.418975e-05	-3.705733e-06	
    1.003140	   -0.091578	-1.605478e-05	-5.384004e-07	
    1.003140	   -0.091578	-1.634826e-05	2.681635e-06	
    1.003140	   -0.091578	-1.504146e-05	5.639173e-06	
    1.003140	   -0.091578	-1.226230e-05	8.044709e-06	
    1.003140	   -0.091578	-8.282817e-06	9.662773e-06	
    1.003140	   -0.091578	-3.492555e-06	1.033498e-05	
    1.003140	   -0.091578	1.639583e-06	9.995523e-06	


    1.008101	   -0.113246	1.372323e-06	1.016775e-05	
    1.008101	   -0.113246	6.541998e-06	8.963295e-06	
    1.008101	   -0.113246	1.107130e-05	6.881453e-06	
    1.008101	   -0.113246	1.451686e-05	4.126007e-06	
    1.008101	   -0.113246	1.654141e-05	9.666777e-07	
    1.008101	   -0.113246	1.694677e-05	-2.287276e-06	
    1.008101	   -0.113246	1.569327e-05	-5.317336e-06	
    1.008101	   -0.113246	1.290360e-05	-7.826898e-06	
    1.008101	   -0.113246	8.850832e-06	-9.570308e-06	
    1.008101	   -0.113246	3.931685e-06	-1.037691e-05	
    1.008101	   -0.113246	-1.372323e-06	-1.016775e-05	
    1.008101	   -0.113246	-6.541998e-06	-8.963295e-06	
    1.008101	   -0.113246	-1.107130e-05	-6.881453e-06	
    1.008101	   -0.113246	-1.451686e-05	-4.126007e-06	
    1.008101	   -0.113246	-1.654141e-05	-9.666777e-07	
    1.008101	   -0.113246	-1.694677e-05	2.287276e-06	
    1.008101	   -0.113246	-1.569327e-05	5.317336e-06	
    1.008101	   -0.113246	-1.290360e-05	7.826898e-06	
    1.008101	   -0.113246	-8.850832e-06	9.570308e-06	
    1.008101	   -0.113246	-3.931685e-06	1.037691e-05	
    1.008101	   -0.113246	1.372323e-06	1.016775e-05	


    1.012587	   -0.131311	1.298678e-06	1.036049e-05	
    1.012587	   -0.131311	6.500589e-06	9.193393e-06	
    1.012587	   -0.131311	1.106618e-05	7.126379e-06	
    1.012587	   -0.131311	1.454853e-05	4.361785e-06	
    1.012587	   -0.131311	1.660677e-05	1.170230e-06	
    1.012587	   -0.131311	1.703943e-05	-2.135876e-06	
    1.012587	   -0.131311	1.580415e-05	-5.232907e-06	
    1.012587	   -0.131311	1.302185e-05	-7.817705e-06	
    1.012587	   -0.131311	8.964874e-06	-9.637251e-06	
    1.012587	   -0.131311	4.030358e-06	-1.051344e-05	
    1.012587	   -0.131311	-1.298678e-06	-1.036049e-05	
    1.012587	   -0.131311	-6.500589e-06	-9.193393e-06	
    1.012587	   -0.131311	-1.106618e-05	-7.126379e-06	
    1.012587	   -0.131311	-1.454853e-05	-4.361785e-06	
    1.012587	   -0.131311	-1.660677e-05	-1.170230e-06	
    1.012587	   -0.131311	-1.703943e-05	2.135876e-06	
    1.012587	   -0.131311	-1.580415e-05	5.232907e-06	
    1.012587	   -0.131311	-1.302185e-05	7.817705e-06	
    1.012587	   -0.131311	-8.964874e-06	9.637251e-06	
    1.012587	   -0.131311	-4.030358e-06	1.051344e-05	
    1.012587	   -0.131311	1.298678e-06	1.036049e-05	


    1.016544	   -0.146351	1.212105e-06	1.057729e-05	
    1.016544	   -0.146351	6.382650e-06	9.460285e-06	
    1.016544	   -0.146351	1.092842e-05	7.417240e-06	
    1.016544	   -0.146351	1.440443e-05	4.648143e-06	
    1.016544	   -0.146351	1.647045e-05	1.424054e-06	
    1.016544	   -0.146351	1.692421e-05	-1.939431e-06	
    1.016544	   -0.146351	1.572132e-05	-5.113071e-06	
    1.016544	   -0.146351	1.297952e-05	-7.786209e-06	
    1.016544	   -0.146351	8.967190e-06	-9.697178e-06	
    1.016544	   -0.146351	4.077089e-06	-1.065892e-05	
    1.016544	   -0.146351	-1.212105e-06	-1.057729e-05	
    1.016544	   -0.146351	-6.382650e-06	-9.460285e-06	
    1.016544	   -0.146351	-1.092842e-05	-7.417240e-06	
    1.016544	   -0.146351	-1.440443e-05	-4.648143e-06	
    1.016544	   -0.146351	-1.647045e-05	-1.424054e-06	
    1.016544	   -0.146351	-1.692421e-05	1.939431e-06	
    1.016544	   -0.146351	-1.572132e-05	5.113071e-06	
    1.016544	   -0.146351	-1.297952e-05	7.786209e-06	
    1.016544	   -0.146351	-8.967190e-06	9.697178e-06	
    1.016544	   -0.146351	-4.077089e-06	1.065892e-05	
    1.016544	   -0.146351	1.212105e-06	1.057729e-05	


