6.899577e-12	8.841555e-13	1.337688e-13	-1.457265e-10	1.002009e-11	-5.991726e-12	
8.841555e-13	4.656201e-11	7.344940e-12	2.947386e-10	-5.801898e-10	-2.770912e-09	
1.337688e-13	7.344940e-12	1.682341e-11	2.926565e-12	-1.110347e-09	-6.120691e-10	
-1.457265e-10	2.947386e-10	2.926565e-12	4.100338e-08	2.280154e-10	-2.708864e-08	
1.002009e-11	-5.801898e-10	-1.110347e-09	2.280154e-10	7.407454e-08	4.523742e-08	
-5.991726e-12	-2.770912e-09	-6.120691e-10	-2.708864e-08	4.523742e-08	1.769474e-07	

6.911457e-11	-1.596378e-11	-1.825139e-11	9.375956e-10	-3.477540e-10	-8.519266e-11	
-1.596378e-11	4.678762e-11	5.067209e-11	-1.638493e-10	5.943919e-10	2.598691e-10	
-1.825139e-11	5.067209e-11	9.007777e-11	-1.161302e-10	9.190859e-10	3.024692e-10	
9.375956e-10	-1.638493e-10	-1.161302e-10	1.617216e-08	-4.296952e-09	-1.230905e-09	
-3.477540e-10	5.943919e-10	9.190859e-10	-4.296952e-09	1.080742e-08	3.351258e-09	
-8.519266e-11	2.598691e-10	3.024692e-10	-1.230905e-09	3.351258e-09	1.969464e-09	

1.726750e-10	-4.349448e-11	-2.406687e-11	6.605624e-10	-2.734670e-10	-7.333887e-12	
-4.349448e-11	1.220385e-10	9.109161e-11	-1.334206e-10	4.656829e-10	1.891585e-12	
-2.406687e-11	9.109161e-11	1.081475e-10	-5.498056e-11	3.708575e-10	-4.318057e-11	
6.605624e-10	-1.334206e-10	-5.498056e-11	2.864494e-09	-1.082748e-09	-9.607073e-11	
-2.734670e-10	4.656829e-10	3.708575e-10	-1.082748e-09	2.022791e-09	1.104754e-11	
-7.333887e-12	1.891585e-12	-4.318057e-11	-9.607073e-11	1.104754e-11	5.911403e-11	

2.354792e-10	-6.181231e-11	-2.621451e-11	3.569922e-10	-2.647200e-10	-9.640114e-12	
-6.181231e-11	1.691291e-10	9.977145e-11	-3.738247e-11	3.066532e-10	-4.850446e-11	
-2.621451e-11	9.977145e-11	1.065047e-10	-9.899714e-12	1.747165e-10	-5.340023e-11	
3.569922e-10	-3.738247e-11	-9.899714e-12	6.556760e-10	-3.549161e-10	-3.267837e-11	
-2.647200e-10	3.066532e-10	1.747165e-10	-3.549161e-10	7.154220e-10	-6.335509e-11	
-9.640114e-12	-4.850446e-11	-5.340023e-11	-3.267837e-11	-6.335509e-11	3.082467e-11	

2.699540e-10	-7.471105e-11	-2.745158e-11	2.255538e-10	-2.335128e-10	-3.590479e-11	
-7.471105e-11	2.004909e-10	1.009697e-10	1.167426e-11	2.063265e-10	-1.189132e-10	
-2.745158e-11	1.009697e-10	1.071016e-10	5.202153e-13	5.923865e-11	-5.353047e-11	
2.255538e-10	1.167426e-11	5.202153e-13	3.073242e-10	-1.620698e-10	-9.174335e-11	
-2.335128e-10	2.063265e-10	5.923865e-11	-1.620698e-10	4.014573e-10	-7.588724e-11	
-3.590479e-11	-1.189132e-10	-5.353047e-11	-9.174335e-11	-7.588724e-11	1.059450e-10	

