
    0.000000   -0.686889   -0.726762    0.000054    0.713600   -0.693462    0.000043
    0.000000   -0.686889   -0.726762    0.000054    0.672297   -0.743130   -0.015711
    0.034084   -0.663581   -0.751665   -0.000481    0.695223   -0.718034   -0.015704
    0.068168   -0.639509   -0.775702   -0.001016    0.717168   -0.692312   -0.015679
    0.102252   -0.614705   -0.798852   -0.001550    0.738124   -0.666005   -0.015636
    0.136336   -0.589203   -0.821096   -0.002082    0.758081   -0.639152   -0.015576
    0.170420   -0.563039   -0.842416   -0.002612    0.777033   -0.611792   -0.015499
    0.204504   -0.536246   -0.862795   -0.003138    0.794974   -0.583963   -0.015405
    0.238588   -0.508859   -0.882219   -0.003662    0.811901   -0.555703   -0.015295
    0.272672   -0.480912   -0.900672   -0.004181    0.827809   -0.527048   -0.015169
    0.306756   -0.452440   -0.918142   -0.004695    0.842699   -0.498034   -0.015027
    0.340840   -0.423479   -0.934618   -0.005205    0.856569   -0.468697   -0.014870
    0.374924   -0.394061   -0.950089   -0.005709    0.869420   -0.439073   -0.014699
    0.409008   -0.364223   -0.964546   -0.006207    0.881254   -0.409194   -0.014513
    0.443092   -0.334000   -0.977981   -0.006698    0.892074   -0.379094   -0.014313
    0.477176   -0.303424   -0.990386   -0.007182    0.901883   -0.348806   -0.014099
    0.511260   -0.272531   -1.001756   -0.007659    0.910685   -0.318362   -0.013873
    0.545344   -0.241356   -1.012087   -0.008128    0.918487   -0.287791   -0.013633
    0.579428   -0.209931   -1.021373   -0.008588    0.925293   -0.257126   -0.013381
    0.613512   -0.178292   -1.029614   -0.009040    0.931110   -0.226395   -0.013117
    0.647596   -0.146471   -1.036806   -0.009482    0.935946   -0.195627   -0.012841
    0.681680   -0.114501   -1.042949   -0.009915    0.939809   -0.164850   -0.012554
    0.715764   -0.082417   -1.048043   -0.010338    0.942706   -0.134091   -0.012256
    0.749848   -0.050250   -1.052090   -0.010750    0.944647   -0.103377   -0.011948
    0.783932   -0.018033   -1.055091   -0.011152    0.945640   -0.072734   -0.011629
    0.818016    0.014202   -1.057049   -0.011543    0.945696   -0.042187   -0.011301
    0.852100    0.046423   -1.057968   -0.011922    0.944824   -0.011761   -0.010963
    0.886184    0.078598   -1.057853   -0.012290    0.943035    0.018520   -0.010617
    0.920268    0.110698   -1.056708   -0.012646    0.940340    0.048634   -0.010262
    0.954352    0.142689   -1.054540   -0.012990    0.936749    0.078556   -0.009898
    0.988436    0.174544   -1.051355   -0.013321    0.932274    0.108266   -0.009527
    1.022520    0.206231   -1.047162   -0.013639    0.926926    0.137742   -0.009148
    1.056604    0.237721   -1.041969   -0.013944    0.920717    0.166962   -0.008763
    1.090688    0.268985   -1.035784   -0.014236    0.913658    0.195906   -0.008370
    1.124772    0.299993   -1.028617   -0.014515    0.905763    0.224554   -0.007971
    1.158856    0.330719   -1.020480   -0.014780    0.897042    0.252886   -0.007566
    1.192940    0.361134   -1.011382   -0.015031    0.887509    0.280884   -0.007155
    1.227024    0.391210   -1.001337   -0.015267    0.877176    0.308528   -0.006739
    1.261108    0.420920   -0.990355   -0.015490    0.866056    0.335800   -0.006318
    1.295192    0.450238   -0.978450   -0.015698    0.854161    0.362683   -0.005892
    1.329276    0.479138   -0.965636   -0.015891    0.841505    0.389159   -0.005462
    1.363360    0.507594   -0.951927   -0.016070    0.828099    0.415210   -0.005028
