    3.37431653    -0.68688939    -0.72676198     0.00005398     0.71360042    -0.69346234     0.00004348    -0.04130354    -0.04966794    -0.01575487     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
    0.58254855     0.76150791     0.65546951    -0.00167733    -0.70778531     0.70269179     0.01568306    -0.03791135    -0.02941419     0.00594255    -0.40479547    -0.34760585     0.14755981     0.22300264    -0.22672892     0.14536952     0.14140699     0.06821502     0.07226676    -0.30378683    -0.26327362    -0.02572237    -0.04875625    -0.06312944    -0.10324246    -0.04261076     0.07176784     0.03640238 
    0.00000000     0.22061198     0.90918734     0.01044355    -1.06463558     0.15199431     0.01857877     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
    1.96834197     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
    0.28238916    -0.84069226    -0.50631902     0.00515400     0.42019968    -0.93819901    -0.02067693     0.05029979     0.03150058     0.00313081    -0.10680095     0.28214164    -0.37524644    -0.24937410    -0.44804234     0.55900347    -0.58275528     0.86118185    -0.04929174    -0.70458904    -0.55272914    -0.07783812     0.17160290    -0.40778434    -0.24603016     0.07332856     0.02180503    -0.90560019 
    0.00000000    -0.67507161    -0.73805808     0.00005469     0.69236256    -0.72507063    -0.01831499     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
    4.12312137     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    -0.00167937     0.00471824    -0.00357692     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
    0.60065913     0.08901954     0.97005390     0.00867643    -1.03181305     0.03505957     0.01165735     0.03238135     0.03972698     0.00036957    -0.19598749     0.42186077     0.29808599     0.13113917    -0.02059512     0.13126249     0.13872742     0.08962490     0.42729384    -0.12028846    -0.58117897     0.11018843     0.23265942    -0.49663605     0.15793381    -0.11391674    -0.02428130    -0.86587811 
    0.00000000    -0.48929897     0.82668647     0.01377309    -0.86091095    -0.54048292     0.00432304     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
    4.62918376     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
    3.04495998     0.65162457     0.73151849    -0.00005425    -0.74424246     0.66253933     0.01501216    -0.02310037     0.00290168    -0.01505370    -0.12658310     0.10011657    -0.06603989     0.01345160    -0.07435354    -0.06318571    -0.16898806    -0.25152791    -0.21351546     0.13348136    -0.16733461     0.06982068     0.08326547    -0.12261389    -0.07601068    -0.00248131     0.06333065     0.02399628 
    0.00000000    -0.66368697    -0.74859494     0.00005534     0.73521534    -0.66985058     0.00004173     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
