      1.02779261e+00       0.00000000e+00      -1.85804418e-01       0.00000000e+00      -1.15489664e-01       0.00000000e+00      -1.82333313e-07      -1.47808676e-07      -1.49221311e-07      -2.83960823e+00      -1.78733060e+00       2.16235781e+00      -1.65776874e-01      -3.78094540e+00      -9.83410701e-01       3.14807254e-01      -2.15447194e+00      -2.55160735e+00      -8.07644120e-01       1.17006173e-01      -2.65203749e-02      -9.62200843e-02      -7.71363223e-01      -3.93290406e-02       2.58153094e-03       3.97265057e-02      -8.01427563e-01 
      1.02747505e+00      -7.61507501e-03      -1.84743785e-01      -9.59884738e-03      -1.14445655e-01       3.21006752e-02       3.33800611e-07       2.94926882e-07       2.88669514e-07      -6.25944080e+00       8.87918289e-01       7.84303319e-01      -6.67878896e-01      -3.68508237e+00      -1.36581006e+00       1.86935422e+00      -1.62693935e+00      -4.06650901e+00      -8.94608814e-01      -3.81137101e-02      -3.05167793e-02       1.29110094e-02      -8.76034764e-01       7.69381800e-02       6.28623885e-04      -1.99249038e-01      -1.15425517e+00 
      1.02652406e+00      -1.50913110e-02      -1.81551265e-01      -1.91477702e-02      -1.11280624e-01       6.45248297e-02      -1.56558274e-07      -1.55496640e-07      -1.40185272e-07      -3.16698200e+00      -3.98512339e+00       1.60523690e-01       4.04028217e+00       2.58785648e-01      -5.25783858e-01      -1.21103329e+00       3.58629805e-01      -1.59002612e-01      -6.63309789e-01      -1.99836977e-01      -6.34567745e-02       7.41075926e-01       2.84081083e-01      -7.25824182e-01      -8.57862427e-01      -1.04953098e+00      -1.20238247e-01 
      1.02494456e+00      -2.22854987e-02      -1.76193895e-01      -2.85952864e-02      -1.05891847e-01       9.76331500e-02       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00 
      1.02494456e+00      -2.22854991e-02      -1.76193895e-01      -2.85952862e-02      -1.05891847e-01       9.76331502e-02      -5.43638292e-08       1.94341748e-08       8.98925808e-10       4.77934729e+00       2.22901527e+00      -4.85895361e-01      -7.66038227e-01      -1.20641790e+00      -8.01845368e-01      -8.81754441e-01      -1.03229732e+00      -2.69776742e+00       7.18250176e-02       1.39567448e-01       7.45791875e-02       2.23359917e-01      -1.02627735e+00      -1.53619625e-01       5.54317997e-01      -1.17509211e+00      -6.62576622e-01 
      1.02274523e+00      -2.90446316e-02      -1.68612201e-01      -3.78812452e-02      -9.80819135e-02       1.31874899e-01       6.38923336e-08      -1.20252870e-08       1.38803786e-09      -2.98057291e-01       1.34900900e-01       3.15866566e+00      -3.09039624e-01      -2.32000850e+00       5.85184824e-01       3.16892257e+00      -1.07778649e+00      -3.54575360e+00      -1.06750243e+00      -1.00880366e-01      -1.83474486e-01       2.51965056e-02       2.14980718e-01       4.30290517e-01       3.12359996e-01       6.71028476e-01       1.02640002e-01 
      1.01993904e+00      -3.51984020e-02      -1.58712235e-01      -4.69338498e-02      -8.75132188e-02       1.67859583e-01      -1.52695474e-08      -1.37078417e-08      -4.39348266e-09      -3.40922220e+00       3.35532858e-01      -2.41627906e+00      -1.35403282e-01      -1.32825678e+00       2.78589561e+00       8.81115279e-01      -3.70369890e-01       5.69451222e-01      -9.14097358e-01       1.25506787e+00       2.56450246e-01       1.73194364e-01      -9.89132028e-01       1.67777324e-01       6.25346366e-02       1.77256309e-01      -7.34738579e-01 
      1.01654432e+00      -4.05469874e-02      -1.46351112e-01      -5.56610691e-02      -7.36076707e-02       2.06485899e-01       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00       0.00000000e+00 
      1.01654432e+00      -4.05469878e-02      -1.46351112e-01      -5.56610688e-02      -7.36076705e-02       2.06485899e-01      -4.77046036e-08       4.76354105e-09       2.88372504e-08      -1.63933089e+00      -1.75560644e+00       2.34795159e-01      -6.33827933e-01      -2.74256152e+00      -4.52199740e+00       9.01583173e-02      -3.01304547e-01      -4.83261499e-01      -1.43947126e+00      -9.42033536e-01      -5.58442450e-01       4.09213867e-01      -5.35583530e-01      -1.13505175e-01       3.26175188e-01       6.54907934e-01      -5.71593965e-01 
      1.01258653e+00      -4.48389445e-02      -1.31310639e-01      -6.39361929e-02      -5.53293990e-02       2.49190091e-01       4.77542453e-08       2.20205902e-08      -4.38493274e-08       3.79913631e-01       1.27625557e-01      -1.51916467e-02       7.83490292e-02      -2.72334965e-01       1.39826396e+00       3.40421215e-01      -3.01195698e-01       5.05291849e-01       4.28716672e-01       7.21058314e-01       2.62851073e-01      -1.28426350e+00      -1.13604206e+00      -4.37638513e-01       4.55192147e-01       2.90259280e-01       6.07456319e-01 
