3.007812e-10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	3.007812e-10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	3.007812e-10	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	1.058507e-07	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.058507e-07	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.058507e-07	

2.237539e-10	-3.122825e-11	3.607455e-11	-3.946736e-10	-3.202285e-10	4.986106e-10	
-3.122825e-11	2.150713e-10	-5.696511e-11	-7.702083e-12	-2.547144e-10	-2.128392e-10	
3.607455e-11	-5.696511e-11	2.431505e-10	-1.399132e-10	-5.550912e-10	-2.016795e-10	
-3.946736e-10	-7.702083e-12	-1.399132e-10	7.809075e-09	2.419054e-09	-1.807371e-09	
-3.202285e-10	-2.547144e-10	-5.550912e-10	2.419054e-09	1.341704e-08	1.383130e-09	
4.986106e-10	-2.128392e-10	-2.016795e-10	-1.807371e-09	1.383130e-09	7.785602e-09	

9.251557e-11	-2.776496e-11	4.406052e-11	-7.237162e-10	2.080182e-10	-1.035388e-10	
-2.776496e-11	1.410621e-10	-6.539485e-11	-1.992608e-10	-4.863246e-10	5.647191e-11	
4.406052e-11	-6.539485e-11	1.500590e-10	1.357701e-10	-5.697444e-11	-6.154979e-10	
-7.237162e-10	-1.992608e-10	1.357701e-10	8.906499e-09	-1.296990e-09	-9.329546e-10	
2.080182e-10	-4.863246e-10	-5.697444e-11	-1.296990e-09	3.718938e-09	2.061378e-09	
-1.035388e-10	5.647191e-11	-6.154979e-10	-9.329546e-10	2.061378e-09	3.608346e-09	

5.198397e-11	-4.240902e-12	3.207845e-11	-2.498493e-10	1.461834e-10	-1.483313e-10	
-4.240902e-12	8.699563e-11	-2.324419e-11	1.400387e-10	-3.814813e-10	2.218669e-10	
3.207845e-11	-2.324419e-11	1.003017e-10	8.692564e-12	2.958354e-10	-3.556434e-10	
-2.498493e-10	1.400387e-10	8.692564e-12	2.692579e-09	-9.780858e-10	3.040449e-10	
1.461834e-10	-3.814813e-10	2.958354e-10	-9.780858e-10	2.889141e-09	-1.892543e-09	
-1.483313e-10	2.218669e-10	-3.556434e-10	3.040449e-10	-1.892543e-09	1.737171e-09	

