    0.29266408     0.95621532    -0.00005867    -0.99337201     0.25120695     0.02135667     0.00049415    -0.00028901     0.00003579     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
    0.04024696     0.98819256     0.00518697    -1.03487462     0.00457733     0.02073914     0.00000862    -0.00000842    -0.00000486     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
   -0.21462962     0.95787997     0.01010297    -1.01202171    -0.24896150     0.01873981     0.00000536    -0.00000531    -0.00000534     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
   -0.45563088     0.86585429     0.01436585    -0.92320753    -0.49043771     0.01549342     0.00000198    -0.00000386    -0.00000564     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
   -0.66698200     0.71750463     0.01769263    -0.77412393    -0.70072890     0.01123034     0.00000062    -0.00000275    -0.00000577     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
   -0.83512675     0.52263785     0.01987166    -0.57678519    -0.86375051     0.00628900    -0.00000177    -0.00000199    -0.00000599     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
   -0.95008416     0.29441870     0.02078323    -0.34763408    -0.96876400     0.00106367    -0.00000317    -0.00000128    -0.00000624     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
   -1.00621854     0.04788946     0.02040600    -0.10484795    -1.01139520    -0.00405531     0.00000401    -0.00001059    -0.00000146     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
   -1.00233453    -0.20158734     0.01881073     0.13427618    -0.99325624    -0.00872647    -0.00003479     0.00000544    -0.00001184     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
   -0.94122491    -0.43964339     0.01613788     0.35511473    -0.92051852    -0.01271085    -0.00001193     0.00000405    -0.00000769     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000 
