    0.000000    0.292664    0.956215   -0.000059    0.000494   -0.000289    0.000036
    0.247695    0.040247    0.988193    0.005187    0.000009   -0.000008   -0.000005
    0.495389   -0.214630    0.957880    0.010103    0.000005   -0.000005   -0.000005
    0.743084   -0.455631    0.865854    0.014366    0.000002   -0.000004   -0.000006
    0.990779   -0.666982    0.717505    0.017693    0.000001   -0.000003   -0.000006
    1.238473   -0.835127    0.522638    0.019872   -0.000002   -0.000002   -0.000006
    1.486168   -0.950084    0.294419    0.020783   -0.000003   -0.000001   -0.000006
    1.733863   -1.006219    0.047889    0.020406    0.000004   -0.000011   -0.000001
    1.981557   -1.002335   -0.201587    0.018811   -0.000035    0.000005   -0.000012
    2.229252   -0.941225   -0.439643    0.016138   -0.000012    0.000004   -0.000008
    2.476947   -0.828840   -0.653838    0.012583   -0.000008   -0.000001   -0.000007
    2.724642   -0.673399   -0.834155    0.008373   -0.000009   -0.000002   -0.000007
    2.972336   -0.484533   -0.973155    0.003745   -0.000019   -0.000001   -0.000007
    3.220031   -0.272600   -1.065900   -0.001064   -0.000082   -0.000003   -0.000028
    3.467726   -0.048163   -1.109756   -0.005832   -0.000083   -0.000014   -0.000001
    3.715420    0.178401   -1.104159   -0.010339   -0.000121   -0.000011   -0.000006
    3.963115    0.397133   -1.050379   -0.014397   -0.000038   -0.000023   -0.000003
    4.210810    0.598704   -0.951336   -0.017834   -0.000060   -0.000047   -0.000003
    4.458504    0.774493   -0.811460   -0.020504   -0.000569   -0.000497    0.000123
    4.706199    0.916628   -0.636694   -0.022258   -0.001858   -0.002899    0.000633
    4.953894    1.018063   -0.434797   -0.022880   -0.001332   -0.003165    0.000682
    5.201588    1.073410   -0.214254   -0.022306   -0.000743   -0.003260    0.001048
    5.449283    1.078709    0.015305   -0.020440   -0.000173   -0.003336    0.001049
    5.696978    1.031685    0.243144   -0.017326    0.000419   -0.003323    0.001024
    5.944672    0.932115    0.457570   -0.013079    0.000391   -0.001346    0.000493
    6.192367    0.782138    0.646637   -0.008004   -0.000001   -0.000003   -0.000004
    6.440062    0.586879    0.797959   -0.002470    0.000001   -0.000009   -0.000004
    6.687756    0.355205    0.899340    0.003211    0.000031    0.000134    0.000013
    6.935451    0.099977    0.940423    0.008675    0.000001   -0.000007   -0.000005
